hh,WDIR,WSPD,GST,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,WVHT
11,349,4,4.9,4.55,3.75,27,1013.1,21.7,23.6,17.4,0.44
12,338,3.7,4.5,4.55,3.51,29,1013.3,21.6,23.6,17.2,0.42
13,360,4.7,5.7,4.17,3.53,23,1013.3,21.7,23.7,16.8,0.39
14,359,5.2,6.6,4.17,3.4,35,1013.6,21.5,23.7,17.1,0.46
15,14,4.6,5.8,3.85,3.2,42,1013.8,21.4,23.8,17.2,0.43
16,5,3.1,4.1,3.45,3.09,44,1014.2,21.5,23.9,16.7,0.42
17,344,3.3,4.3,3.7,3.13,38,1014.2,21.6,24,17,0.38
18,310,1.8,3,3.33,3,36,1014,21.7,24.2,16.9,0.32
19,294,2.3,3.3,3.33,3.02,28,1013.4,22.1,24.4,16.6,0.3
20,303,3.5,4.6,3.03,2.85,30,1013.2,22.4,24.3,17.1,0.25
3,215,6.3,7.3,2.25,2.43,182,1013.2,23.5,24,20.1,0.25
4,225,6.4,7.3,2.74,2.62,186,1013.3,23.6,23.9,20.8,0.34
5,243,5.8,7,2.86,2.77,182,1012.9,24,23.9,20.9,0.38
6,255,7.1,8,2.94,2.8,182,1012.6,24.2,23.9,20.4,0.38
7,244,6.1,7.4,2.86,2.82,197,1012.1,24,23.9,20.4,0.45
8,249,6.2,7.4,2.94,2.91,194,1011.8,23.8,23.9,20.3,0.46
9,240,5.5,6.5,3.33,3.02,186,1012,23.7,23.9,20.5,0.43
10,222,7,8.4,3.45,2.97,180,1012,23.7,23.9,20.8,0.43
11,243,7.2,8.4,3.57,3.14,186,1012.2,24,23.9,20.6,0.52
12,246,5.2,6.4,3.45,3.31,193,1012.9,23.8,23.8,20.4,0.66
13,249,5.9,7,3.7,3.51,195,1012.5,23.6,23.8,20.4,0.63
14,253,6.3,7.1,4,3.58,197,1012.6,23.6,23.8,20.2,0.67
15,252,6.2,7.1,3.7,3.53,204,1012.5,23.7,23.9,20.3,0.61
16,247,5.4,6.3,4.35,3.59,179,1012.5,24.1,23.9,20.9,0.6
17,246,3.5,4.4,4,3.48,179,1012.8,24.4,24,21.5,0.6
18,262,0.9,1.2,4.17,3.56,167,1012.9,24.6,24.1,22,0.54
19,63,1.8,2.2,4.17,3.45,190,1012.2,24.5,24.3,22.4,0.48
20,20,6,7.3,4,3.49,220,1012.7,24,24.2,21.7,0.4
21,18,4.3,4.8,3.7,3.07,228,1012.2,23.3,24.1,21,0.34
22,22,2.9,3.7,3.85,2.98,216,1012.2,23.5,24,21.2,0.28
4,25,4.9,5.5,3.03,2.78,46,1013.6,23.1,24,20.6,0.27
5,15,3.9,4.7,2.94,2.81,45,1013.5,23.1,23.9,21.1,0.3
6,37,2.9,3.2,3.7,3.16,47,1013.6,23.3,23.9,20.9,0.4
7,64,4.5,5.4,3.7,3.1,24,1013.5,23.7,23.9,18.5,0.34
8,71,5,5.6,3.7,3.03,24,1013.6,23.2,23.8,19.6,0.31
9,67,7.9,9.2,3.7,2.95,14,1013.3,23.2,23.8,20.1,0.39
10,69,7.5,8.9,3.23,3.16,54,1013.4,23.1,23.8,19.2,0.54
11,70,7.6,8.9,3.57,3.28,78,1014,22.7,23.8,19.5,0.6
12,70,7.6,9.1,4,3.47,66,1014.2,22.8,23.8,19.2,0.72
13,72,7.1,8.3,4.17,3.55,54,1014.6,22.6,23.8,19.1,0.68
14,74,6.3,7.3,4,3.56,67,1014.8,22.6,23.8,19.2,0.65
15,65,5.5,6.5,4.17,3.54,72,1015.1,22.9,23.8,19.1,0.64
16,63,5.5,6.5,4.17,3.56,69,1015,23,23.9,18.8,0.63
17,46,4.7,5.6,4.17,3.58,69,1014.9,23.3,24,19,0.54
18,32,4.5,5.1,4,3.53,69,1014.7,23.3,24.1,19.5,0.49
19,17,4.7,5.5,3.7,3.35,78,1014.4,23.6,24.3,19.1,0.44
20,1,5.3,5.9,3.45,3.14,75,1014,23.4,24.3,19.2,0.41
21,355,6.5,7.3,3.33,2.95,77,1013.7,23.5,24.4,19.2,0.38
22,355,6.6,7.6,3.13,2.85,63,1013.4,23.7,24.4,19.2,0.43
23,1,6.3,7.2,3.13,2.86,46,1013.4,23.9,24.3,18.8,0.42
0,7,6.3,7.4,3.13,2.91,42,1013.6,23.6,24.3,18.8,0.41
2,27,4.9,5.7,3.45,3,33,1014.9,23.6,24.1,18.8,0.37
3,40,4.2,4.9,3.45,3.11,36,1014.8,23.7,24,18.7,0.37
4,29,4.7,5.3,3.7,3.22,42,1014.8,23.9,24,18,0.35
5,28,3.4,4.1,3.7,3.3,50,1014.7,24,24,18.1,0.35
6,30,2.6,3,3.7,3.32,40,1014.6,24,23.9,18.6,0.3
7,58,1.5,1.7,4.17,3.38,41,1014.5,23.7,23.9,18.9,0.27
10,356,5.6,6.4,2.86,2.68,52,1018.5,23.1,24.2,20.3,0.3
11,13,5.7,6.7,2.94,2.64,43,1019,23.2,24.2,20.5,0.32
12,16,6,6.7,2.74,2.69,42,1019.5,23.2,24.2,20.3,0.37
13,32,5.4,6.2,3.03,2.82,41,1020,23.4,24.1,19.7,0.38
14,38,5.2,6.2,3.33,2.86,28,1020.4,23.2,24.2,18.5,0.35
15,41,4.2,4.8,3.23,2.99,26,1020.4,23.8,24.2,17.5,0.31
16,47,4.4,4.9,3.33,2.98,17,1020.4,23.6,24.3,18.4,0.25
0,14,3.9,4.3,2.94,2.69,37,1018.7,24.2,24.7,20.6,0.27
1,18,3.1,3.5,2.74,2.75,42,1019,24.2,24.6,20.5,0.26
17,154,3.3,3.7,4.35,2.81,152,1014.3,25.1,25,21.9,0.26
1,155,7.1,8.9,3.45,2.98,166,1013.4,25.1,25,22,0.28
2,156,6.7,7.7,3.57,3.36,164,1013.4,24.6,25,22.1,0.55
3,162,7.5,8.4,4.17,3.54,156,1013.5,24.3,24.9,21.8,0.65
4,169,6.8,7.8,4.76,3.89,160,1013.7,24.3,24.9,21,0.83
5,172,5.8,6.7,4.55,3.76,167,1013.7,24,24.9,20.8,0.76
6,152,5.1,6.3,4.55,3.77,165,1013.3,23.8,24.9,20.8,0.78
7,143,5.4,6.3,4.76,3.66,170,1013.3,23.6,24.9,21,0.66
8,129,3.8,4.5,4,3.51,172,1013.3,23.3,24.8,20.9,0.55
9,132,3.5,4.5,4.35,3.34,178,1013.3,23.1,24.8,20.5,0.48
10,120,3.2,4,3.85,3.14,171,1013.7,23.2,24.8,20.4,0.37
11,95,2.8,3.9,3.85,3.17,181,1014.2,23.4,24.8,20.4,0.33
14,129,3.6,4.5,3.03,2.94,153,1014.7,23.4,24.8,20.5,0.26
15,146,1.8,2.3,2.94,2.94,144,1015,23.3,24.9,20.3,0.26
16,324,4.9,5.6,2.6,2.76,320,1014.1,23.8,25,19.7,0.26
17,351,3.5,4.3,2.74,2.97,322,1014.1,24,25,20.4,0.25
20,34,3.2,3.7,2.6,2.96,7,1014,24.1,25.2,21,0.27
21,26,3.6,4.3,3.57,3.06,360,1014,24.1,25.2,21.5,0.3
22,24,5,5.7,3.13,3.11,20,1014.4,24.2,25.2,21.8,0.31
23,16,7.5,8.6,3.13,2.95,29,1014.3,24.1,25.1,21.4,0.38
0,16,6.7,7.9,3.03,3.05,38,1014.7,24,25.1,22,0.49
1,27,4.5,5.4,3.85,3.32,39,1015.3,24.1,25,22.1,0.56
2,36,4.2,4.9,3.7,3.41,38,1015.2,24.2,25,21.8,0.51
3,25,3.2,3.8,3.57,3.25,31,1015.2,24.1,24.9,21.5,0.45
4,17,1.7,2.2,3.85,3.26,32,1015.5,24,24.9,21.4,0.44
5,1,4.1,4.7,3.57,3.26,38,1015.7,24.1,24.9,21.3,0.4
6,6,4.3,5,4.35,3.29,27,1015.5,23.9,24.9,21.4,0.34
7,9,4.8,5.4,3.57,3.17,29,1015.2,23.7,24.9,21.3,0.34
8,17,5.4,6.2,4.76,3.2,19,1015.4,23.8,24.8,19.4,0.4
9,13,5.4,6.2,4.76,3.27,30,1015.6,23.7,24.8,20.3,0.44
10,4,7,7.9,3.33,3.33,26,1015.7,23.5,24.8,20.4,0.47
11,25,7.5,8.7,4,3.52,32,1016,23.4,24.8,20,0.63
12,22,7.7,9.5,4.35,3.62,29,1016.3,23.2,24.8,20,0.72
13,20,7.2,8.4,4.76,3.77,33,1016.6,23,24.7,19.5,0.78
14,20,6.8,8.1,5,3.91,28,1016.8,23,24.7,19.1,0.85
15,11,6.4,7.9,4.55,3.97,34,1016.8,22.9,24.7,18.9,0.95
16,17,6.4,7.4,5,4.16,25,1016.6,22.7,24.7,19.4,0.91
17,12,6.1,8,5,3.95,28,1016.4,22.6,24.8,19.3,0.86
18,12,5.8,6.8,5.26,4.23,31,1016.3,22.6,24.8,19.2,1
19,8,5.7,6.7,5.56,4.09,30,1015.9,22.8,24.8,19.6,0.88
20,4,7.1,8.2,5.56,3.99,31,1015.4,22.7,24.9,19.5,0.87
21,4,7.4,8.6,5.56,3.88,35,1015.3,22.6,24.9,19.5,0.8
22,15,7,8.3,5.88,3.82,28,1015.1,22.4,24.8,19.3,0.86
23,16,7.1,8.1,5.56,3.92,35,1014.8,22.6,24.8,19.5,0.8
0,7,7.1,8.3,4.17,3.73,34,1014.7,22.7,24.8,19.1,0.79
1,6,7,8.1,5.56,3.84,38,1014.9,22.9,24.7,19,0.82
2,18,6.2,7.4,4.55,3.85,32,1015.3,23,24.7,19.3,0.81
3,23,5.4,6.3,4.76,3.93,32,1015.4,22.9,24.7,19.3,0.78
4,30,5,5.8,5,3.97,35,1015,22.8,24.7,19.6,0.8
5,32,4.1,5.2,4.35,3.89,33,1015.2,22.7,24.7,19.2,0.68
6,31,3.4,4.4,4.55,3.88,35,1015.2,22.8,24.6,19.2,0.65
7,30,2.3,2.9,4.76,3.9,33,1015,22.8,24.6,18.6,0.58
8,49,2.3,2.9,4.55,3.81,25,1014.9,22.9,24.6,18.5,0.48
9,36,2.4,3.3,4.76,3.73,33,1014.8,22.9,24.6,18.4,0.44
10,18,1.7,2.4,4.55,3.73,36,1015.1,22.8,24.6,18.2,0.41
11,353,1.5,1.9,4.55,3.67,33,1015.3,22.9,24.6,18.1,0.39
12,350,3.1,3.7,4.35,3.55,36,1015.5,22.8,24.6,18.6,0.34
13,1,2.3,3,4.35,3.5,32,1015.8,22.9,24.6,18.2,0.31
14,16,1.6,2,4.17,3.5,35,1016,23.1,24.7,17.8,0.28
15,4,1.5,2.1,3.85,3.45,34,1016.4,23.2,24.9,17.7,0.26
17,36,1.7,2.5,4.17,3.67,21,1016.1,23.3,25.3,17.9,0.26
3,78,5.7,6.6,2.6,2.67,82,1015.1,24.6,24.8,19.4,0.26
4,87,6.3,7.3,2.74,2.7,85,1015,24.8,24.8,18.7,0.29
5,105,7,8.3,2.86,2.75,84,1014.8,24.8,24.8,19.9,0.33
6,132,7.7,8.9,2.94,2.8,92,1014.4,24.6,24.7,20.4,0.37
7,128,7.6,9,2.86,2.85,113,1013.7,24.5,24.7,20.1,0.42
8,148,7.3,8.7,3.23,2.98,111,1014,24.3,24.7,19.9,0.49
9,137,7.8,9.8,3.57,3.24,125,1014,23.7,24.7,20.1,0.63
10,140,8.1,9.7,4.17,3.73,134,1013.9,23.5,24.7,19.5,0.89
11,123,8,9.5,4.55,3.86,142,1013.7,23.3,24.6,19.3,0.92
12,123,7.8,9.1,4.35,3.77,137,1014.3,23.2,24.6,19.3,0.85
13,115,7.7,8.8,4.55,3.77,147,1014.1,23,24.6,19.4,0.83
14,114,6.9,8,4,3.66,142,1013.7,23.1,24.6,19.3,0.77
15,98,7.7,9,4.35,3.6,149,1013,23.3,24.6,19.1,0.69
16,97,8.7,10.2,4.17,3.55,150,1012.4,23.4,24.6,19.2,0.73
17,102,9,10.7,4.17,3.54,144,1012,24.1,24.6,18.7,0.79
18,96,9,10.7,4.17,3.67,139,1011.6,24.4,24.6,18.6,0.91
19,96,9.8,12.2,4.35,3.76,141,1010.7,24.5,24.6,18.8,1.02
20,98,11,12.8,4.35,3.79,124,1010.3,24.7,24.5,18.5,1.01
21,109,9.8,11.6,4.55,3.91,124,1010,24.6,24.5,19.2,1.09
22,98,9.8,11.3,4.55,3.83,126,1009.7,23.7,24.5,19.1,1.02
23,95,9.7,11.5,4.76,3.87,123,1009.2,24.4,24.5,18.8,1.02
0,96,10.3,12.8,4.76,4.07,118,1009.3,24.4,24.4,19.2,1.16
1,98,9.8,11.8,5,4.02,118,1009.2,24.2,24.4,19.8,1.1
2,111,11,13.1,4.76,4.25,110,1009.2,23.9,24.4,19.8,1.31
3,115,9.9,11.6,5,4.28,109,1008.5,23.2,24.3,20.1,1.3
4,122,8.2,9.4,5.56,4.37,107,1008.3,22.3,24.3,20,1.27
5,108,7.8,8.8,5.26,4.23,112,1008.1,22.6,24.2,20.5,1.2
6,129,7.9,9.6,4.76,4.01,100,1007.6,22.7,24.2,20.7,0.98
7,164,5.5,6.5,5,4.19,107,1007.5,22.8,24.1,20.6,1
8,150,5.1,6.2,4.76,4.06,116,1007.1,22.7,24.1,20.4,0.93
9,176,5.9,7,4.55,3.78,104,1007,22.3,24.1,19.9,0.71
10,190,5.2,6.1,4.55,3.78,113,1006.8,22.1,24.1,20.1,0.67
11,199,4.6,6,4.17,3.77,126,1007.1,22.4,24.1,20.7,0.69
12,279,2.5,3.6,4.76,3.69,153,1007.3,22.8,24.1,20.2,0.59
13,35,9.1,11,4.35,3.14,216,1007.4,21.8,24.1,19.1,0.56
14,28,10.7,13.1,4.76,4.08,36,1008.3,20.8,24,18.9,1.18
15,26,10.4,13,5.88,4.46,35,1009.3,20.8,24,17.6,1.53
16,14,8.1,9.9,5.88,4.6,33,1009.9,21.5,24,17.8,1.51
17,11,10.6,12.1,5.56,4.02,29,1009.9,23.2,24,16.6,1.02
18,1,11.3,14.3,5.56,4.34,36,1010.8,21.9,24,19.7,1.27
19,350,12.3,15.2,5.88,4.83,31,1010.9,21.9,24,19.6,1.71
20,344,12,14.1,6.67,5.36,23,1011.5,21.9,23.9,19,2.05
21,344,11.1,12.8,7.69,5.44,22,1011.8,22,23.9,18.5,2.13
22,340,10,12,7.14,5.35,21,1012.6,22,23.9,17.7,2.1
23,341,9.4,11.8,6.67,5.16,31,1012.9,22,23.9,17.7,1.73
0,335,10.4,12.7,6.67,5.08,36,1013.5,22.3,23.8,18,1.74
1,345,10.5,12.2,6.25,4.93,38,1014.3,22.2,23.8,17.1,1.65
2,16,10,12.2,6.25,5.06,32,1014.9,20.8,23.8,17.7,1.85
3,10,10.2,11.8,6.25,5.05,44,1014.9,21.1,23.7,17.1,1.84
4,353,10.5,12.7,6.67,5.14,45,1015,21.4,23.7,16,1.93
5,353,10.5,13.3,7.14,5.07,43,1015.4,20.9,23.6,13.5,1.92
6,351,10.8,13,6.67,5.15,38,1015.6,20.6,23.6,13.3,1.9
7,354,11.5,13.9,6.67,5.12,43,1015.8,20.1,23.5,13.1,2.06
8,356,10.8,13.3,7.14,5.3,37,1016.2,20,23.5,13,2.02
9,353,10.8,12.9,7.14,5.32,39,1016.9,19.8,23.4,13.2,2.18
10,349,9.7,12.3,7.14,5.33,33,1017.7,20,23.4,12.9,1.98
11,344,10.1,11.7,7.14,5.22,37,1018,20.3,23.3,13.1,1.79
12,339,8.5,9.8,7.14,5.24,40,1018.3,20.3,23.3,13.9,1.79
13,340,7.7,9.6,7.14,5.22,43,1018.7,20.1,23.3,14.4,1.72
14,334,7.1,8.6,7.14,5.01,38,1019.3,19.9,23.3,15.3,1.38
15,334,5.6,7,7.14,5,36,1019.6,20,23.4,14.8,1.33
16,327,5.6,6.9,7.14,4.9,39,1019.8,20.5,23.4,14.3,1.21
17,321,5.3,7.1,6.25,4.6,35,1019.8,20.6,23.5,14.2,1.1
18,318,4.8,5.9,6.67,4.42,23,1019.6,20.9,23.5,13.2,0.94
19,318,2.9,3.9,5.88,4.29,25,1019.4,21.4,23.6,12.3,0.82
20,281,2.8,3.6,5.26,4.3,351,1018.9,22,23.7,11.5,0.76
21,304,3.3,4.7,5.88,4.2,360,1018.9,22.5,23.7,12.2,0.65
22,303,3.2,4.1,4.55,4.05,8,1018.7,22.8,23.7,13.1,0.6
23,303,2.3,2.9,4.76,4.05,11,1018.4,22.9,23.6,12.3,0.53
0,323,3,3.8,4.35,4.11,18,1018.5,22.9,23.6,12,0.5
1,308,2.8,3.7,4.76,4.05,10,1018.8,23.1,23.5,10.8,0.48
2,257,3.2,3.9,5.26,3.96,327,1019.2,23,23.5,12.3,0.43
3,261,4,5.1,4.76,4.01,324,1019.1,23.1,23.5,12.2,0.41
4,287,5.4,6.3,4.76,3.71,328,1019.1,23.1,23.5,13.1,0.35
5,284,6.4,7.7,2.74,3.16,270,1018.9,23,23.4,13.1,0.45
6,288,6.6,7.6,3.13,3.25,264,1018.7,22.7,23.4,13.3,0.54
7,291,6.6,7.7,3.7,3.45,273,1018.8,22.4,23.4,13.7,0.59
8,293,5.8,7.1,3.85,3.45,292,1018.8,22.5,23.3,14.4,0.61
9,291,5.1,6.1,3.7,3.42,275,1018.9,22.5,23.3,14.1,0.55
10,277,4.4,5.3,3.85,3.36,273,1019.1,22.3,23.3,14.2,0.55
11,265,5.6,6.5,3.45,3.24,257,1019.5,22.2,23.3,15.1,0.46
12,270,5.3,6.3,3.13,3.11,251,1019.8,21.9,23.3,14.6,0.48
13,257,5.5,6.8,3.23,3.09,254,1019.9,22.1,23.3,14.6,0.45
14,263,6.2,7.3,3.33,3.09,253,1020.2,21.7,23.3,13.9,0.5
15,247,5.2,6,3.57,3.21,253,1020.3,21.9,23.3,13.9,0.55
16,230,5,6.3,3.33,3.14,243,1020.1,22.2,23.4,13.3,0.47
17,219,5.1,6.1,3.57,3.13,238,1019.8,22.4,23.4,13.4,0.43
18,202,5.9,7.2,3.57,3.13,252,1019.6,22.6,23.5,13.6,0.41
19,189,5.7,6.6,3.45,3.01,214,1019,22.9,23.5,13.8,0.39
20,173,5.9,7.4,3.23,2.95,217,1018.3,23,23.5,14,0.36
21,166,6,7.3,3.23,2.96,196,1017.8,23.2,23.5,14.9,0.37
22,164,6.8,8.2,2.86,2.94,179,1017.4,23.4,23.5,15.2,0.41
23,163,6.7,7.8,3.13,3.01,170,1017.1,23.5,23.5,15,0.48
0,168,6.3,7.1,3.45,3.06,166,1017.1,23.6,23.4,15.6,0.45
1,169,6.8,8.2,3.23,3.03,168,1017.2,23.6,23.4,16,0.5
2,180,7,8.2,3.57,3.13,163,1017.2,23.6,23.3,17.3,0.56
3,184,6.8,8,3.7,3.24,166,1017.2,23.5,23.3,17.7,0.58
4,204,7.8,8.9,3.7,3.25,155,1017,23.4,23.3,17.7,0.62
5,210,8.6,10,3.85,3.33,160,1017,23.3,23.3,16.6,0.68
6,215,7.7,8.7,4.35,3.62,152,1016.8,23.2,23.3,15.7,0.77
7,198,7.6,8.6,4.35,3.58,157,1016.4,23,23.2,15.3,0.74
8,185,8.1,9.4,4.35,3.84,158,1015.9,22.8,23.2,16,0.81
9,177,7.8,9.1,4.76,3.86,153,1015.8,22.7,23.2,16,0.84
10,176,8.7,10.5,4.55,3.73,157,1016,22.8,23.1,15.9,0.76
11,173,9.1,11,4.76,3.91,153,1016.2,22.2,23.1,16.3,0.94
12,173,9.6,11.3,4.76,4.11,161,1016.4,22.5,23.1,16.4,1.12
13,180,11.3,14.1,5,4.28,158,1016.4,22.5,23.1,15.8,1.35
14,179,11.3,13.1,5.56,4.59,161,1016.2,22.1,23,15.8,1.54
15,187,12.2,14.4,5.56,4.67,164,1016,22,23,15.4,1.64
16,175,12.2,14.2,5.56,4.63,167,1015.1,21,23,15.6,1.68
17,180,11.3,14.1,5.88,4.63,162,1014.8,20,22.9,16.3,1.79
18,185,9.8,11.8,5.56,4.53,162,1015.2,19.5,22.9,16.7,1.67
19,177,10.1,12.7,5.56,4.37,161,1014.9,19.3,22.9,17.2,1.32
20,151,9.2,11.2,5.56,4.41,168,1013.9,20.9,22.9,16.4,1.33
21,143,9.3,10.7,5,4.2,165,1013.2,20.6,22.9,16.8,1.2
22,136,10,11.8,5.56,4.16,179,1012.7,21.6,22.8,16.7,1.09
23,179,11,14,4.76,4.17,150,1012.8,21.5,22.8,17,1.14
0,172,12.2,14.3,5.26,4.35,168,1012.1,21.4,22.7,16.7,1.37
1,167,12.5,15.3,5.56,4.66,171,1012.3,21,22.7,17.1,1.7
2,178,11.3,14.5,5.88,4.98,169,1012.9,21,22.7,17.6,1.85
3,187,12.1,14.6,5.88,5.07,168,1012.6,20.4,22.6,17.8,1.95
4,186,11.3,13,6.67,5.24,157,1012.4,20.4,22.6,18.1,2.18
5,180,11.1,13.3,6.25,5.08,167,1012.3,20.5,22.6,18.4,1.95
6,194,11.7,13.5,6.25,4.93,163,1012.3,20.6,22.6,18.5,1.9
7,190,11.3,13.4,6.25,4.9,163,1011.7,20.7,22.5,18.7,1.82
8,190,11.1,13.2,6.25,4.65,161,1011.6,20.8,22.5,18.9,1.48
9,202,12.1,14.7,6.25,4.69,159,1010.7,20.7,22.5,18.8,1.58
10,202,7,9,5.88,4.8,160,1010.4,21.3,22.5,19.2,1.67
11,199,9.6,11.4,6.25,4.67,164,1010.7,20.9,22.4,19.1,1.5
12,192,9,10.7,5.56,4.44,165,1011.6,21.2,22.4,19.2,1.32
13,197,8.1,9.8,5.56,4.38,159,1012.1,21.1,22.4,19.4,1.33
14,191,7.5,8.9,5.26,4.24,149,1012.9,21.4,22.3,19.6,1.1
15,189,8.3,9.8,5.26,4.33,157,1013.1,21.1,22.3,20.1,1.08
16,195,8.7,9.9,4.76,4.08,161,1013,21.3,22.3,20.2,0.98
17,197,8.4,9.5,5,4.17,156,1012.9,22,22.4,20.4,1.04
18,200,8,9.5,5,3.95,155,1012.9,22.3,22.4,20.8,0.97
19,205,7,8.1,5,3.94,167,1013,22.7,22.5,21.1,0.95
20,188,6.2,7.2,4.55,3.94,165,1013,22.9,22.5,21.3,0.91
21,180,5.5,6.5,5,3.87,158,1012.7,23,22.6,21.6,0.78
22,178,5,5.8,4.76,3.62,161,1013,23.3,22.6,21.8,0.65
23,180,4,4.7,4.17,3.44,165,1013,23.3,22.6,21.9,0.56
0,173,4.4,5,4,3.35,166,1013.3,23.2,22.6,22,0.46
1,155,3.8,4.5,3.7,3.2,164,1013.8,23,22.5,22.1,0.37
2,312,3.8,7.4,3.57,3.07,158,1014.4,23.3,22.5,22.3,0.33
3,165,5.2,6.9,3.45,2.94,156,1014.3,23.3,22.5,22.4,0.29
4,185,3.4,4,3.23,2.91,157,1014.5,23,22.5,22.3,0.29
5,187,2.8,3.2,3.13,2.88,147,1014.4,22.9,22.5,22.4,0.28
8,229,1.5,1.7,3.33,3.03,141,1014.9,22.6,22.5,22.2,0.26
1,181,3.3,5.3,2.94,2.77,156,1013.6,25.2,23.2,22.7,0.36
2,239,3.3,7.3,3.23,3.02,195,1013.7,26.4,23.1,22,0.38
3,64,4.7,5.8,3.45,2.95,198,1013.7,23.7,23.1,21.8,0.41
4,160,3.4,5.8,3.45,3.16,196,1013,25.8,23.1,23.2,0.55
5,337,10.1,15.5,3.85,3.38,200,1013.9,22.5,23.1,21,0.73
6,159,6.1,6.9,4,3.57,298,1012.1,23.6,22.9,21.8,0.87
7,158,5.6,6.6,4,3.57,170,1012.2,24.3,22.9,23,0.7
8,164,5.5,6.9,3.85,3.43,174,1012.4,24.3,22.9,22.8,0.63
9,189,7.9,8.8,4.35,3.52,165,1011.7,24.3,22.9,22.7,0.88
10,185,7.8,9.2,3.85,3.53,172,1012,24.3,22.9,22.6,0.82
11,186,7.1,8.1,4,3.6,159,1012.4,24,22.9,22.4,0.85
12,197,6.9,8,4.35,3.57,152,1013,24,23,22.2,0.76
13,189,8.3,9.8,4.35,3.53,159,1012.6,23.9,23,22.1,0.72
14,189,8.8,10.3,4.35,3.52,157,1012.5,24,23,22,0.75
15,189,7.5,8.5,4.55,3.63,152,1012.8,24.1,23,22,0.81
16,185,7.6,8.8,4.17,3.65,160,1012.6,24.2,23,22.1,0.8
17,200,4.5,5.3,4.35,3.78,152,1012.7,24.2,23,22.1,0.79
18,163,2,2.3,4.55,3.77,156,1012.6,23.9,23,22.3,0.68
19,162,4.1,5.5,4.17,3.67,175,1011.6,24.9,23.1,22.2,0.52
20,133,4.1,4.7,4.76,3.69,166,1011,24.4,23.2,22.5,0.51
21,158,6.7,7.6,4.35,3.65,170,1010.1,25.1,23.2,22.4,0.53
22,166,8.1,9.8,4.17,3.39,170,1009.4,25.6,23.1,22.5,0.65
0,169,10.1,11.6,4.17,3.64,159,1008.9,26,23.1,22.4,0.93
1,171,10.9,12.9,4.55,3.84,159,1009.2,25.8,23.1,22.5,1.09
2,176,11.4,14,4.55,3.84,158,1009.3,25.7,23,22.3,1.17
3,184,10.1,11.6,4.76,4.01,159,1010,25.1,23,22.3,1.25
4,190,10.7,12.6,5,4.13,162,1010.4,25.1,22.9,22.2,1.31
5,189,10.1,12,5,4.13,165,1010,24.8,22.9,22.2,1.24
6,190,10.2,12.2,5.26,4.11,155,1010.2,24.7,22.9,22.1,1.28
7,188,9.9,12.6,5.26,4.17,169,1010.3,24.6,22.8,22.2,1.21
8,193,8.3,9.8,5.26,4.29,162,1010.8,24.3,22.8,22.2,1.26
9,14,7.7,9.8,5,4.2,222,1012.7,22.5,22.7,19.9,1
10,360,5.8,6.9,5.56,3.88,224,1013.9,21.4,22.7,19.7,0.87
11,97,4.7,5.9,5.56,3.83,221,1014.2,20.3,22.7,19.5,0.81
12,160,4.3,5.3,5.26,3.9,168,1013.6,21,22.7,20.1,0.67
13,147,10,11.8,5.26,3.8,165,1012.3,21.9,22.7,20.3,0.71
14,169,12.5,14.8,4.17,3.69,157,1012.1,22.2,22.7,20.7,0.84
15,149,10,11.9,4.76,3.82,160,1013.6,22.6,22.8,20.5,1.01
16,160,8.3,10.1,4.55,3.79,154,1014,23.4,22.8,21.5,1.06
17,154,9.6,11.3,4.17,3.68,142,1012.8,23.1,22.9,21.6,0.95
18,171,8,9.1,4.17,3.75,141,1012.3,24,22.9,22.1,1.03
19,155,7.2,8.8,4.55,3.89,144,1010.7,24.2,23,22.6,1.04
20,169,7.3,8.3,4.35,3.5,133,1010.2,24.6,23,22.8,0.81
21,180,7.3,8.4,4.17,3.36,144,1011.5,25.2,23,22.9,0.65
22,228,6.6,7.4,3.85,3.29,128,1011.9,24.8,23,22.3,0.53
23,334,8,12.5,3.85,3.33,126,1010.3,24,22.9,21.8,0.46
0,8,10,11.7,3.23,3.11,12,1012.8,21.9,22.8,19.6,0.72
1,43,6.9,8.4,3.57,3.3,29,1012.7,22.2,22.7,19.4,0.76
2,34,6.7,7.7,4,3.4,14,1012.6,22.3,22.7,19.2,0.72
3,220,3.5,4.6,3.7,3.57,348,1016.2,19.3,22.7,18.5,0.73
4,177,4.4,5.7,4.35,3.68,318,1015.6,20.3,22.7,18.3,0.57
5,145,5.7,6.8,4.55,3.79,316,1013.3,20.3,22.7,19.2,0.53
6,157,9.8,11.5,4.55,3.08,328,1010.8,21,22.7,19.4,0.5
7,188,10.3,13.7,3.33,3.18,155,1010.9,21.4,22.7,19.8,0.64
8,212,7.4,9.7,3.7,3.38,160,1012.1,21.5,22.7,20.1,0.78
9,215,10.5,12.7,3.7,3.44,165,1011.8,21.8,22.7,20.3,0.84
10,273,7.2,8.3,4.35,3.67,167,1013,21.4,22.7,19.9,1
11,261,6.1,7.3,4.35,3.66,176,1013.5,21.6,22.7,19.6,0.89
12,266,7.9,9.6,4,3.51,166,1013.5,21.7,22.7,19.6,0.8
13,276,9.1,11,5,3.73,162,1013.6,21.3,22.6,19.5,0.91
14,323,9,10.5,4.76,3.44,173,1014,20.5,22.6,19.3,0.86
